"Route","Departing_Port","Arriving_Port","Airline","Month","Year","Month_Number","Month_Name","Analysis_Level","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","OnTime_Departures_Percent","OnTime_Arrivals_Percent","Cancellations_Percent"
"Newcastle-Brisbane","Newcastle","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",99,96,3,90,92,6,4,93.75,95.8333333333333,3.03030303030303
"Newman-Perth","Newman","Perth","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",65,61,4,55,57,6,4,90.1639344262295,93.4426229508197,6.15384615384615
"Perth-Broome","Perth","Broome","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",57,57,0,53,53,4,4,92.9824561403509,92.9824561403509,0
"Perth-Geraldton","Perth","Geraldton","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",45,45,0,37,39,8,6,82.2222222222222,86.6666666666667,0
"Perth-Kalgoorlie","Perth","Kalgoorlie","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",79,78,1,68,69,10,9,87.1794871794872,88.4615384615385,1.26582278481013
"Perth-Karratha","Perth","Karratha","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",175,168,7,156,157,12,11,92.8571428571429,93.4523809523809,4
"Perth-Newman","Perth","Newman","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",65,62,3,58,56,4,6,93.5483870967742,90.3225806451613,4.61538461538462
"Perth-Port Hedland","Perth","Port Hedland","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",75,71,4,58,53,13,18,81.6901408450704,74.6478873239437,5.33333333333333
"Port Hedland-Perth","Port Hedland","Perth","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",76,72,4,60,59,12,13,83.3333333333333,81.9444444444444,5.26315789473684
"Port Lincoln-Adelaide","Port Lincoln","Adelaide","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",110,109,1,101,102,8,7,92.6605504587156,93.5779816513761,0.909090909090909
"Port Macquarie-Sydney","Port Macquarie","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",139,137,2,111,104,26,33,81.021897810219,75.9124087591241,1.43884892086331
"Rockhampton-Brisbane","Rockhampton","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",196,195,1,168,166,27,29,86.1538461538462,85.1282051282051,0.510204081632653
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,27,23,0,4,100,85.1851851851852,0
"Sydney-Adelaide","Sydney","Adelaide","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",31,29,2,23,24,6,5,79.3103448275862,82.7586206896552,6.45161290322581
"Sydney-Albury","Sydney","Albury","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",111,111,0,88,86,23,25,79.2792792792793,77.4774774774775,0
"Sydney-Armidale","Sydney","Armidale","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",117,117,0,91,83,26,34,77.7777777777778,70.9401709401709,0
"Sydney-Canberra","Sydney","Canberra","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",502,482,20,395,416,87,66,81.9502074688797,86.3070539419087,3.98406374501992
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",155,153,2,124,121,29,32,81.0457516339869,79.0849673202614,1.29032258064516
"Sydney-Dubbo","Sydney","Dubbo","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",131,130,1,97,96,33,34,74.6153846153846,73.8461538461539,0.763358778625954
"Sydney-Gold Coast","Sydney","Gold Coast","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",23,23,0,22,21,1,2,95.6521739130435,91.304347826087,0
"Sydney-Hamilton Island","Sydney","Hamilton Island","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",19,19,0,16,15,3,4,84.2105263157895,78.9473684210526,0
"Sydney-Hobart","Sydney","Hobart","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",58,58,0,55,56,3,2,94.8275862068966,96.551724137931,0
"Sydney-Port Macquarie","Sydney","Port Macquarie","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",139,137,2,113,113,24,24,82.4817518248175,82.4817518248175,1.43884892086331
"Sydney-Sunshine Coast","Sydney","Sunshine Coast","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,23,21,4,6,85.1851851851852,77.7777777777778,0
"Sydney-Tamworth","Sydney","Tamworth","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",160,159,1,134,123,25,36,84.2767295597484,77.3584905660377,0.625
"Sydney-Wagga Wagga","Sydney","Wagga Wagga","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",116,114,2,100,89,14,25,87.719298245614,78.0701754385965,1.72413793103448
"Tamworth-Sydney","Tamworth","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",162,160,2,124,127,36,33,77.5,79.375,1.23456790123457
"Townsville-Brisbane","Townsville","Brisbane","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",55,54,1,48,50,6,4,88.8888888888889,92.5925925925926,1.81818181818182
"Townsville-Cairns","Townsville","Cairns","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",146,146,0,134,137,12,9,91.7808219178082,93.8356164383562,0
"Wagga Wagga-Sydney","Wagga Wagga","Sydney","QantasLink",2016-08-01,2016,8,"Aug","Airline Route",116,114,2,95,98,19,16,83.3333333333333,85.9649122807018,1.72413793103448
"All Ports-All Ports","All Ports","All Ports","QantasLink",2016-08-01,2016,8,"Aug","Airline",10830,10647,183,9433,9346,1214,1301,88.5977270592655,87.7805954729032,1.68975069252078
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","Rex Airlines",2016-08-01,2016,8,"Aug","Airline Route",215,212,3,203,191,9,21,95.7547169811321,90.0943396226415,1.3953488372093
"Albury-Sydney","Albury","Sydney","Rex Airlines",2016-08-01,2016,8,"Aug","Airline Route",112,112,0,104,100,8,12,92.8571428571429,89.2857142857143,0
"Armidale-Sydney","Armidale","Sydney","Rex Airlines",2016-08-01,2016,8,"Aug","Airline Route",80,80,0,72,65,8,15,90,81.25,0
"Ballina-Sydney","Ballina","Sydney","Rex Airlines",2016-08-01,2016,8,"Aug","Airline Route",27,27,0,25,22,2,5,92.5925925925926,81.4814814814815,0
"Cairns-Townsville","Cairns","Townsville","Rex Airlines",2016-08-01,2016,8,"Aug","Airline Route",77,75,2,73,73,2,2,97.3333333333333,97.3333333333333,2.5974025974026
"Dubbo-Sydney","Dubbo","Sydney","Rex Airlines",2016-08-01,2016,8,"Aug","Airline Route",160,158,2,141,133,17,25,89.2405063291139,84.1772151898734,1.25
